call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant,churn_probability,predicted_churn,risk_score
12,0,39,1,15600,187,148,29,2,1,1,1376.415,0,0,9.5122009795735e-09,0,1.309273611129966e-05
0,0,35,0,12758,152,0,42,3,1,1,516.4,0,0,2.5168217161345255e-08,0,1.2996867342118688e-05
4,0,34,3,6720,113,269,33,2,2,1,1517.985,0,0,8.457390621662151e-09,0,1.283819210282382e-05
10,0,12,0,8753,163,62,35,4,1,1,377.9,0,0,3.367091876391769e-08,0,1.2724240200884496e-05
23,0,44,3,6383,114,48,32,3,1,1,451.88,0,0,2.8087048988671174e-08,0,1.269197569700073e-05
23,0,38,3,14950,224,45,29,3,1,1,786.96,0,0,1.6092281078516258e-08,0,1.2663981517549154e-05
0,0,35,0,2760,65,0,26,2,1,1,127.125,0,0,9.866833341227351e-08,0,1.254321188503527e-05
7,0,38,0,13773,169,0,44,3,1,1,557.68,0,0,2.22531453476508e-08,0,1.2410134097477898e-05
0,0,36,0,3118,72,0,13,2,1,1,143.55,0,0,8.366132877572493e-08,0,1.2009583745755315e-05
20,0,38,2,6313,105,42,29,2,1,1,477.81,0,0,2.507956009709175e-08,0,1.198326460999141e-05
9,0,37,1,11710,157,13,47,4,1,1,329.175,0,0,3.590969110385437e-08,0,1.1820572569111263e-05
36,0,41,5,16155,242,69,34,3,2,1,931.88,0,0,1.2683407736126084e-08,0,1.1819414001141174e-05
18,0,42,2,6078,108,41,30,2,1,1,462.87,0,0,2.5456705415862515e-08,0,1.1783145235840282e-05
0,0,38,0,6375,88,190,29,3,1,1,1018.52,0,0,1.156178159263093e-08,0,1.1775905787726455e-05
0,0,24,0,663,23,2,51,4,1,1,22.15,0,0,5.278261775264972e-07,0,1.1691349832211912e-05
32,0,43,4,15625,239,72,39,3,1,1,922.56,0,0,1.257803004149718e-08,0,1.1603987395083638e-05
0,0,38,0,1360,44,39,19,3,1,2,212.16,0,0,5.44550119101492e-08,0,1.1553175326857254e-05
4,0,11,0,8568,162,61,36,4,1,1,370.75,0,0,3.1068475156639646e-08,0,1.151863716432415e-05
3,0,32,2,6905,113,266,31,2,2,1,1512.81,0,0,7.601107429382484e-09,0,1.1499031330244115e-05
13,0,44,1,4630,81,20,23,3,1,1,268.44,0,0,4.276795614646831e-08,0,1.1480630147957954e-05
0,0,23,0,553,22,0,66,4,1,1,14.375,0,0,7.972157363327668e-07,0,1.1459976209783523e-05
30,0,41,5,15560,237,93,38,3,1,1,1003.88,0,0,1.1334724727788094e-08,0,1.1378703459731911e-05
14,0,42,2,11950,168,29,54,4,1,1,375.45,0,0,3.0244449305775437e-08,0,1.1355278491853387e-05
21,0,40,3,6183,107,38,28,3,1,1,403.6,0,0,2.811280124352628e-08,0,1.1346326581887208e-05
14,0,28,1,15060,221,0,78,2,1,1,687.645,0,0,1.6405568099257845e-08,0,1.1281206875614161e-05
33,0,42,5,15505,234,66,36,3,2,1,893.56,0,0,1.257803004149718e-08,0,1.123922452388022e-05
16,0,39,4,12370,170,39,64,4,1,1,411.0,0,0,2.7316138476180223e-08,0,1.1226932913710071e-05
31,0,44,5,15525,233,71,38,3,1,1,914.32,0,0,1.2210650563557875e-08,0,1.1164442023272238e-05
4,0,39,0,4390,85,6,28,3,1,1,203.0,0,0,5.4876518132529674e-08,0,1.1139933180903524e-05
12,0,44,2,4775,93,17,31,3,1,1,262.72,0,0,4.236009371312885e-08,0,1.1128843820313212e-05
27,0,41,3,15320,233,65,37,3,1,1,882.12,0,0,1.257803004149718e-08,0,1.1095331860205492e-05
5,0,21,1,3270,57,7,19,3,1,1,161.08,0,0,6.853710114409089e-08,0,1.1039956252290162e-05
4,0,34,3,6775,115,262,30,2,2,1,1489.05,0,0,7.395522834292869e-09,0,1.1012303276403796e-05
30,0,44,4,15400,235,69,38,3,1,1,901.4,0,0,1.2210650563557875e-08,0,1.1006680417991069e-05
26,0,42,4,15220,227,64,36,3,2,1,873.88,0,0,1.257803004149718e-08,0,1.0991688892663555e-05
27,0,43,4,15140,231,62,33,3,1,1,862.84,0,0,1.2683407736126084e-08,0,1.094375153103903e-05
25,0,42,3,15095,229,62,36,3,1,1,860.96,0,0,1.257803004149718e-08,0,1.0829180744527412e-05
15,0,12,0,9237,171,72,41,4,1,1,415.2,0,0,2.598378104770108e-08,0,1.0788465891005488e-05
0,0,20,0,1470,22,31,16,2,1,1,206.64,0,0,5.198436370814805e-08,0,1.0742048916651713e-05
22,0,34,3,15770,238,1,79,2,1,1,724.86,0,0,1.461768404597628e-08,0,1.0595774457566366e-05
1,0,37,0,3805,72,0,25,3,1,1,155.08,0,0,6.828883510252143e-08,0,1.0590232547699025e-05
11,0,11,0,8853,169,63,36,4,1,1,383.05,0,0,2.7644399491765056e-08,0,1.0589187225320604e-05
6,0,38,0,4180,70,0,14,3,1,1,170.0,0,0,6.223327071084131e-08,0,1.0579656020843022e-05
12,0,11,1,8978,167,65,36,4,1,1,391.125,0,0,2.6555511263723254e-08,0,1.0386524343023758e-05
16,0,39,1,15980,189,166,35,2,1,1,1474.605,0,0,7.026181935404425e-09,0,1.0360843012857042e-05
2,0,36,1,11275,154,36,49,4,1,1,375.725,0,0,2.7334135875223946e-08,0,1.0270118201718517e-05
1,0,38,0,2203,57,0,30,1,1,1,124.3,0,0,8.196711218159226e-08,0,1.0188512044171918e-05
29,0,36,3,15365,229,51,30,3,1,1,827.76,0,0,1.230497084254299e-08,0,1.0185562664623385e-05
30,0,34,5,16495,250,39,86,2,2,1,929.025,0,0,1.096106247370027e-08,0,1.0183101064629393e-05
2,0,37,0,13583,169,25,46,3,1,1,650.08,0,0,1.5114543202259623e-08,0,9.825662244924936e-06
4,0,18,3,2628,41,34,21,3,1,1,242.76,0,0,3.988422326789506e-08,0,9.682294040514203e-06
14,0,40,2,15905,194,189,36,3,1,1,1399.96,0,0,6.759289797194082e-09,0,9.462735344479827e-06
12,0,39,1,15545,185,155,32,2,1,1,1405.35,0,0,6.722201997118907e-09,0,9.447046576651056e-06
8,0,31,2,3610,69,25,29,3,1,1,247.16,0,0,3.81747175399812e-08,0,9.435263187181753e-06
9,0,40,1,11645,162,22,52,4,1,1,350.175,0,0,2.6800104509502486e-08,0,9.384726596615034e-06
10,0,42,0,4153,70,9,39,1,1,1,281.765,0,0,3.324297971266655e-08,0,9.36670817873949e-06
6,0,33,2,6850,110,239,29,2,2,1,1388.7,0,0,6.741209432687088e-09,0,9.36151753917256e-06
14,0,39,1,15790,188,157,32,2,1,1,1425.51,0,0,6.501822633831616e-09,0,9.268413182753306e-06
6,0,26,1,1813,42,32,68,4,1,1,126.375,0,0,7.333274375819924e-08,0,9.267425492442428e-06
9,0,43,2,4023,94,17,31,3,1,1,232.68,0,0,3.967278575899049e-08,0,9.231063790401908e-06
25,0,27,3,16120,234,7,76,2,1,1,767.43,0,0,1.1991227770576313e-08,0,9.20242792797338e-06
4,0,38,0,11340,156,15,50,3,1,1,519.84,0,0,1.7650392938130347e-08,0,9.17538026495768e-06
4,0,29,2,6965,110,263,32,2,2,1,1501.875,0,0,6.059447941564253e-09,0,9.100533377236812e-06
11,0,40,1,4430,74,10,19,3,1,1,220.16,0,0,4.0760637573880006e-08,0,8.973861968265423e-06
12,0,40,5,7350,124,288,39,3,2,1,1450.96,0,0,6.162956268134495e-09,0,8.942203026812427e-06
0,0,22,0,210,15,0,11,2,1,1,10.125,0,0,8.811297318326059e-07,0,8.921438534805135e-06
13,0,14,0,9337,176,74,38,4,1,1,422.825,0,0,2.1090956360241858e-08,0,8.917783623019263e-06
5,0,38,0,3423,78,7,15,3,1,1,168.04,0,0,5.2654948024594515e-08,0,8.848137466052863e-06
12,0,39,0,13963,169,7,42,3,1,1,593.28,0,0,1.4900001675402552e-08,0,8.839872993982826e-06
8,0,20,3,2808,49,39,23,3,1,1,270.28,0,0,3.214520628075015e-08,0,8.68820635356115e-06
0,0,29,2,6480,102,253,26,2,2,1,1434.69,0,0,6.048590552174126e-09,0,8.677852379298698e-06
6,0,25,2,3825,71,29,38,3,1,1,271.84,0,0,3.178880437055409e-08,0,8.641468580091423e-06
20,0,29,2,15770,232,0,78,2,1,1,720.09,0,0,1.1902017673317505e-08,0,8.570523906379203e-06
5,0,40,0,2013,50,11,19,3,1,2,126.52,0,0,6.74295687018173e-08,0,8.531189032153925e-06
18,0,29,2,15580,231,0,75,2,1,1,711.495,0,0,1.1902017673317505e-08,0,8.468226064477038e-06
14,0,40,2,8523,144,399,45,3,1,1,1942.68,0,0,4.304104452698119e-09,0,8.361497638167582e-06
0,0,35,0,3500,66,0,23,3,1,1,142.64,0,0,5.855985929083373e-08,0,8.352978329244523e-06
5,0,42,2,3175,29,493,12,3,1,1,2100.16,0,0,3.952801039340265e-09,0,8.30151463078085e-06
28,0,38,9,10930,100,17,47,5,1,1,190.95,0,0,4.332935967804014e-08,0,8.273741230521765e-06
24,0,27,2,15995,236,0,76,2,1,1,730.395,0,0,1.124573570659395e-08,0,8.213829131417687e-06
13,0,33,2,9160,117,136,39,3,1,1,915.08,0,0,8.971930628436666e-09,0,8.210034279469824e-06
9,0,10,0,6087,129,70,39,1,2,1,726.88,0,0,1.1291849984982383e-08,0,8.207819917083995e-06
2,0,34,1,6365,106,250,18,2,2,1,1416.195,0,0,5.743538578516016e-09,0,8.133970617201489e-06
22,0,36,2,15025,220,56,33,3,1,1,833.8,0,0,9.753776278104118e-09,0,8.132698660683212e-06
22,0,36,2,15080,222,49,30,3,1,1,808.08,0,0,9.873585730327523e-09,0,7.978647156963066e-06
8,0,26,1,3935,72,16,23,3,1,1,224.28,0,0,3.555327210715611e-08,0,7.973887868192972e-06
3,0,13,0,8028,155,45,23,4,1,1,317.075,0,0,2.5081860569755833e-08,0,7.952830940155331e-06
0,0,37,1,2905,27,508,10,3,1,1,2149.28,0,0,3.6828361476115632e-09,0,7.915446075338581e-06
1,0,32,2,6660,110,264,31,2,2,1,1492.65,0,0,5.299969523384825e-09,0,7.910999509080359e-06
5,0,38,0,13583,168,0,41,3,1,1,550.04,0,0,1.4116428128927738e-08,0,7.764600128035413e-06
5,0,38,0,13528,166,0,44,3,1,1,547.76,0,0,1.4116428128927738e-08,0,7.732414671901458e-06
0,0,34,0,4150,74,0,21,3,1,1,168.96,0,0,4.556379139934673e-08,0,7.698458194833625e-06
8,0,41,0,1925,54,53,26,3,1,2,291.16,0,0,2.6345327198859388e-08,0,7.6707054672199e-06
0,0,33,2,6255,105,246,33,2,2,1,1393.2,0,0,5.484849395805746e-09,0,7.641492178236565e-06
11,0,11,0,6133,131,70,36,1,2,1,729.52,0,0,1.0428266242900567e-08,0,7.607628789520822e-06
1,0,34,1,6320,78,175,21,3,1,1,955.92,0,0,7.889513117287934e-09,0,7.541743379077882e-06
12,0,43,2,11725,164,26,53,4,1,1,362.225,0,0,2.081097137492758e-08,0,7.538254106283143e-06
5,0,24,1,3350,59,7,20,3,1,1,164.36,0,0,4.555958330104269e-08,0,7.4881731113593776e-06
1,0,37,0,3313,77,0,30,3,1,1,135.6,0,0,5.5077169137458924e-08,0,7.46846413503943e-06
0,0,32,2,6470,109,255,28,2,2,1,1443.555,0,0,5.09979249439251e-09,0,7.36183095424278e-06
7,0,33,1,11510,150,7,43,4,1,1,309.0,0,0,2.377252514638647e-08,0,7.345710270233419e-06
7,0,39,2,4630,89,34,29,3,1,1,324.76,0,0,2.254658229283426e-08,0,7.322228065420855e-06
24,0,39,3,14735,220,36,34,3,1,1,742.2,0,0,9.846574822124395e-09,0,7.308127832980727e-06
21,0,33,3,15850,234,3,82,2,1,1,737.28,0,0,9.900240434908612e-09,0,7.299249267849421e-06
8,0,37,3,7145,124,282,38,2,2,1,1596.105,0,0,4.560801182870697e-09,0,7.279517571985834e-06
17,0,19,0,6098,137,71,29,2,2,1,600.075,0,0,1.2086339102553226e-08,0,7.252709936964628e-06
25,0,32,4,16190,244,32,84,2,2,1,883.53,0,0,8.079911159673431e-09,0,7.138843906906267e-06
10,0,34,1,11770,154,10,48,3,1,1,516.96,0,0,1.3691726789106458e-08,0,7.078075080896475e-06
13,0,43,3,11850,162,28,53,4,1,1,370.3,0,0,1.8759216324205436e-08,0,6.946537804853273e-06
25,0,39,4,15255,231,86,36,3,1,1,963.44,0,0,7.1733576333751816e-09,0,6.911099678298985e-06
5,0,35,3,6560,111,253,35,2,2,1,1438.695,0,0,4.790276343287687e-09,0,6.891746623706279e-06
7,0,33,3,7370,121,272,31,2,2,1,1561.095,0,0,4.3904106244665104e-09,0,6.853848073801547e-06
1,0,37,0,13063,158,0,44,3,1,1,528.84,0,0,1.2951654499699057e-08,0,6.849352965620849e-06
13,0,43,2,3775,88,40,29,3,1,1,314.52,0,0,2.1725712367616316e-08,0,6.8331710538626836e-06
1,0,12,0,7917,154,41,38,4,1,1,304.275,0,0,2.2358974230368577e-08,0,6.803276883945398e-06
23,0,38,3,14895,222,52,32,3,1,1,812.68,0,0,8.344170628765786e-09,0,6.781140586585379e-06
9,0,38,0,13963,170,9,47,3,1,1,601.32,0,0,1.1139213728468455e-08,0,6.698231999202652e-06
7,0,38,1,4023,88,9,30,3,1,1,200.44,0,0,3.310562006514641e-08,0,6.635690485857947e-06
12,0,19,0,8888,175,81,44,4,1,1,429.075,0,0,1.5438892815277373e-08,0,6.624442934715139e-06
2,0,40,0,3673,86,10,32,2,1,1,214.155,0,0,3.0888544822637306e-08,0,6.614936316491892e-06
7,0,42,1,3978,92,17,34,3,1,1,230.8,0,0,2.8500830021933955e-08,0,6.5779915690623575e-06
2,0,31,2,7080,101,28,35,4,1,1,249.525,0,0,2.631155859417318e-08,0,6.565391658211063e-06
32,0,38,5,16380,250,15,83,2,2,1,815.85,0,0,8.029310442480633e-09,0,6.550712924497825e-06
7,0,38,2,11580,160,43,51,4,1,1,401.0,0,0,1.6319553809505298e-08,0,6.544141077611624e-06
2,0,38,1,2920,24,10,18,3,1,1,157.76,0,0,4.1040626112653857e-08,0,6.4745691755322724e-06
7,0,39,0,3965,66,0,19,3,1,1,161.24,0,0,4.0141944820604346e-08,0,6.472487182874245e-06
3,0,38,0,13173,159,0,29,3,1,1,533.28,0,0,1.1953988382071258e-08,0,6.37482292439096e-06
24,0,36,4,15435,229,68,45,3,2,1,898.56,0,0,7.072393886089037e-09,0,6.354970250284165e-06
3,0,35,2,6840,118,275,36,2,2,1,1550.61,0,0,4.090926233345056e-09,0,6.343431126687177e-06
1,0,41,0,2055,39,286,17,3,1,1,1227.76,0,0,5.146958265049579e-09,0,6.319229479497271e-06
27,0,38,3,15330,226,63,35,3,1,1,874.24,0,0,7.2282255509947486e-09,0,6.319203905701649e-06
8,0,41,0,6098,103,18,17,3,1,1,320.04,0,0,1.9705987377825115e-08,0,6.30670420039915e-06
6,0,38,3,6920,120,279,37,2,2,1,1572.3,0,0,4.00836433958152e-09,0,6.302351251124024e-06
2,0,24,0,3110,55,0,19,3,1,1,126.6,0,0,4.9779329090719016e-08,0,6.302063062885027e-06
3,0,38,2,6615,92,218,30,3,1,1,1140.28,0,0,5.51272407802645e-09,0,6.286049011692e-06
0,0,25,0,6220,81,0,14,4,1,1,157.525,0,0,3.9842989755394724e-08,0,6.276266961218554e-06
12,0,15,0,8933,171,73,40,4,1,1,410.1,0,0,1.522169197686633e-08,0,6.242415879712882e-06
12,0,15,0,8932,171,73,40,4,1,1,410.075,0,0,1.522169197686633e-08,0,6.24203533741346e-06
5,0,30,2,6885,114,261,29,2,2,1,1489.455,0,0,4.1549095380906795e-09,0,6.188550786056852e-06
2,0,26,1,3340,67,40,27,3,1,1,296.28,0,0,2.0852233130996506e-08,0,6.178099632051644e-06
11,0,14,0,5973,129,46,36,1,2,1,588.61,0,0,1.0452732578172706e-08,0,6.152582922838236e-06
9,0,37,1,11655,155,20,50,4,1,1,345.25,0,0,1.777653535173711e-08,0,6.1373488301872375e-06
5,0,27,1,3340,66,6,22,3,1,1,160.24,0,0,3.8162862562233264e-08,0,6.115217096972259e-06
10,0,41,1,15565,184,160,34,2,1,1,1428.705,0,0,4.264234878856386e-09,0,6.092333692596512e-06
14,0,39,2,11960,161,27,52,4,1,1,370.525,0,0,1.6238136124938402e-08,0,6.016635387692801e-06
5,0,13,0,8437,164,57,35,4,1,1,357.525,0,0,1.6822405539680415e-08,0,6.01443054057424e-06
2,0,36,1,2688,62,16,46,1,1,1,239.25,0,0,2.5010557111351516e-08,0,5.98377578889085e-06
17,0,41,2,15850,191,162,34,2,1,1,1450.845,0,0,4.111205820489557e-09,0,5.964722408628172e-06
0,0,36,0,2333,55,0,31,1,1,1,131.34,0,0,4.531876351078909e-08,0,5.952166399507039e-06
13,0,37,2,16085,192,171,45,2,1,1,1501.965,0,0,3.947951762734815e-09,0,5.929685369315996e-06
13,0,36,1,9000,115,112,39,3,1,1,812.6,0,0,7.062183987929756e-09,0,5.73873070859172e-06
6,0,34,3,6965,116,271,33,2,2,1,1538.145,0,0,3.671824402436003e-09,0,5.647798345484926e-06
14,0,43,1,15745,192,165,36,2,1,1,1459.665,0,0,3.790249427546363e-09,0,5.532494430659462e-06
9,0,33,4,7090,114,267,30,3,2,1,1356.16,0,0,4.060847156758569e-09,0,5.5071584801097015e-06
9,0,15,0,5897,134,69,37,1,2,1,711.205,0,0,7.713402139363949e-09,0,5.4858101685263375e-06
10,0,34,5,7565,126,292,48,2,2,1,1660.095,0,0,3.2807759936571566e-09,0,5.4463998231902774e-06
7,0,40,1,5623,91,7,17,3,1,1,256.56,0,0,2.0990436405358494e-08,0,5.385306364158775e-06
8,0,34,3,7210,119,273,33,2,2,1,1558.305,0,0,3.4510566565308544e-09,0,5.377798843155313e-06
27,0,38,3,15385,228,56,32,3,1,1,848.52,0,0,6.320685598774583e-09,0,5.3632281442722095e-06
10,0,36,2,11590,152,7,44,4,1,1,311.05,0,0,1.718900171489166e-08,0,5.346638983417051e-06
15,0,43,2,15870,190,167,36,2,1,1,1474.2,0,0,3.5769784317084154e-09,0,5.2731816040245465e-06
13,0,40,1,6413,102,23,17,3,1,1,352.6,0,0,1.49187578470835e-08,0,5.260354016881642e-06
25,0,38,3,15140,225,54,32,3,1,1,830.6,0,0,6.320685598774583e-09,0,5.2499614583421686e-06
25,0,34,8,10660,97,7,40,5,1,1,171.855,0,0,3.045492921797883e-08,0,5.233831860755751e-06
1,0,35,1,2955,28,32,18,3,1,1,247.32,0,0,2.114072599965032e-08,0,5.228524354233517e-06
9,0,40,0,4075,67,7,4,3,1,1,193.68,0,0,2.6979380317818916e-08,0,5.225366379955168e-06
14,0,34,2,2133,55,52,76,5,1,1,110.82,0,0,4.684843282870563e-08,0,5.1917433260771575e-06
14,0,44,3,11770,166,26,50,4,1,1,363.4,0,0,1.4242806527450316e-08,0,5.175835892075444e-06
18,0,36,2,14645,218,38,27,3,1,1,746.52,0,0,6.8963088793392685e-09,0,5.148232504604351e-06
7,0,37,1,11465,154,11,47,4,1,1,317.975,0,0,1.6134601405391633e-08,0,5.130399881879405e-06
24,0,38,9,10550,98,0,41,5,1,1,159.72,0,0,3.199397571675754e-08,0,5.110077801480514e-06
10,0,40,2,8810,121,145,42,3,1,1,937.24,0,0,5.443230953140729e-09,0,5.101613778521617e-06
2,0,35,1,7803,131,398,56,2,1,1,2148.03,0,0,2.3455856546509217e-09,0,5.038388353759819e-06
0,0,38,0,3493,78,5,30,2,1,1,183.195,0,0,2.7441996706019607e-08,0,5.027236586559261e-06
5,0,32,4,7260,120,285,46,2,2,1,1614.6,0,0,3.0920362895357364e-09,0,4.9924017930844e-06
15,0,45,2,4675,83,20,20,3,1,1,270.32,0,0,1.8464917522575945e-08,0,4.9914365047027295e-06
7,0,27,1,3530,67,15,25,3,1,1,203.88,0,0,2.445383212123511e-08,0,4.985647292877414e-06
1,0,37,1,6255,83,184,26,3,1,1,989.52,0,0,4.984094310667392e-09,0,4.931861002291598e-06
3,0,41,0,7463,131,392,47,2,1,1,2105.73,0,0,2.3394106653647158e-09,0,4.926167220378443e-06
0,0,30,1,6600,107,259,29,2,2,1,1467.315,0,0,3.339097900318204e-09,0,4.899508435605405e-06
16,0,42,1,15970,196,168,37,2,1,1,1483.47,0,0,3.296737688779183e-09,0,4.890611459173254e-06
11,0,35,3,7155,116,246,31,2,2,1,1434.195,0,0,3.4096600972255494e-09,0,4.890117463140397e-06
0,0,25,0,2980,58,6,23,3,1,1,145.52,0,0,3.351700658672581e-08,0,4.87739479850034e-06
24,0,35,9,10560,91,7,39,5,1,1,170.265,0,0,2.8637977988570258e-08,0,4.876045322223914e-06
6,0,39,0,13368,164,0,46,3,1,1,541.28,0,0,8.845084460860008e-09,0,4.787667316974305e-06
0,0,36,1,6310,86,211,28,3,1,1,1099.84,0,0,4.349711321455762e-09,0,4.783986499789905e-06
20,0,41,2,6303,112,44,31,2,1,1,486.675,0,0,9.821451166912819e-09,0,4.7798547466572964e-06
11,0,37,3,12065,164,32,62,4,1,1,385.725,0,0,1.2390111519496782e-08,0,4.779175765857897e-06
7,0,40,1,3550,78,35,30,3,1,1,285.12,0,0,1.6691287504696627e-08,0,4.759019893339103e-06
8,0,34,3,7155,117,280,36,2,2,1,1587.24,0,0,2.981317349686455e-09,0,4.732066150116328e-06
6,0,30,3,7010,112,263,29,2,2,1,1503.99,0,0,3.0980763561642663e-09,0,4.659475858907495e-06
35,0,39,5,16640,254,22,88,2,2,1,859.23,0,0,5.419854943804778e-09,0,4.656901963365379e-06
3,0,38,0,3915,73,0,10,3,1,1,159.52,0,0,2.9036590833293476e-08,0,4.631916969726976e-06
8,0,35,1,15780,186,164,43,2,1,1,1456.47,0,0,3.145198907533778e-09,0,4.580887852855722e-06
0,0,38,0,1793,48,0,18,1,1,1,101.255,0,0,4.509742689838199e-08,0,4.566339960595668e-06
6,0,40,0,3973,62,4,37,2,1,1,199.575,0,0,2.287563546400031e-08,0,4.565404947727861e-06
30,0,39,3,15330,225,29,30,3,1,1,738.2,0,0,6.160364988002857e-09,0,4.547581434143709e-06
5,0,43,1,2393,64,10,34,2,1,1,155.565,0,0,2.9151220273290513e-08,0,4.534909581814439e-06
2,0,37,1,3833,88,34,32,3,1,1,292.84,0,0,1.5395861866642782e-08,0,4.508524189027672e-06
13,0,45,3,7065,102,208,34,4,1,1,699.175,0,0,6.4142681264512986e-09,0,4.484695917311586e-06
19,0,30,2,15365,227,0,80,2,1,1,701.64,0,0,6.3402073517515475e-09,0,4.448543086282956e-06
7,0,35,1,7733,131,381,41,3,1,1,1838.56,0,0,2.4178442671606457e-09,0,4.445351755830877e-06
0,0,27,1,6660,104,256,30,2,2,1,1456.38,0,0,3.0518910921715125e-09,0,4.444713148816748e-06
4,0,39,0,13648,171,4,47,3,1,1,568.76,0,0,7.757470735259906e-09,0,4.4121390553864245e-06
11,0,27,3,4130,77,36,40,3,1,1,312.28,0,0,1.4015863027000478e-08,0,4.376873706071709e-06
15,0,40,3,6823,111,35,29,3,1,1,417.36,0,0,1.0337543442558225e-08,0,4.314477131186101e-06
10,0,35,1,9000,116,146,44,3,1,1,948.64,0,0,4.545510486906807e-09,0,4.312053068299274e-06
17,0,36,3,6418,108,47,39,2,1,1,505.17,0,0,8.494307360348519e-09,0,4.2910692492272615e-06
10,0,15,0,8742,170,64,37,4,1,1,382.8,0,0,1.1203520465485836e-08,0,4.288707634187978e-06
10,0,35,1,9055,118,139,41,3,1,1,922.92,0,0,4.545510486906807e-09,0,4.1951425385760305e-06
11,0,41,2,6338,107,46,18,3,1,1,441.8,0,0,9.467408337817342e-09,0,4.182701003647702e-06
2,0,37,1,4325,83,27,27,3,1,1,284.32,0,0,1.4547765052154125e-08,0,4.13622055962846e-06
12,0,39,1,6628,106,15,12,3,1,1,329.36,0,0,1.2485434963872551e-08,0,4.1122028597010634e-06
7,0,12,0,8513,159,34,34,4,1,1,301.8,0,0,1.3609359813286693e-08,0,4.107304791649924e-06
7,0,36,2,6670,112,257,20,3,2,1,1299.28,0,0,3.1130044458330132e-09,0,4.044664416381917e-06
0,0,25,0,2625,51,0,8,3,1,1,107.04,0,0,3.748805866843865e-08,0,4.012721799869673e-06
14,0,15,0,9122,172,82,43,4,1,1,437.35,0,0,9.019553976405473e-09,0,3.944701931580934e-06
9,0,31,3,7270,116,270,34,2,2,1,1547.37,0,0,2.535331125981329e-09,0,3.923095324409729e-06
29,0,38,5,15740,235,75,47,3,1,1,939.0,0,0,4.176426703248795e-09,0,3.921664674350619e-06
9,0,13,0,8817,166,75,41,4,1,1,412.075,0,0,9.511894198460922e-09,0,3.9196138018307844e-06
22,0,39,2,15015,227,58,35,3,1,1,841.68,0,0,4.605398883808295e-09,0,3.876272132523765e-06
5,0,34,1,11285,146,0,42,4,1,1,285.775,0,0,1.354087625244368e-08,0,3.869643911042092e-06
10,0,15,0,8688,168,71,40,4,1,1,398.9,0,0,9.679548660483936e-09,0,3.861171960667042e-06
20,0,32,2,14880,215,39,26,3,1,1,759.8,0,0,5.079793211142784e-09,0,3.859626881826287e-06
8,0,40,2,7928,139,423,49,3,1,1,2014.68,0,0,1.8964507360505583e-09,0,3.820741368906339e-06
10,0,43,1,4370,77,13,18,3,1,1,229.88,0,0,1.628990377005791e-08,0,3.7447230786609123e-06
15,0,40,2,9295,129,155,48,3,1,1,996.96,0,0,3.739680473947013e-09,0,3.7283118453062147e-06
1,0,37,1,6310,85,177,23,3,1,1,963.8,0,0,3.865149042395922e-09,0,3.7252306470611895e-06
0,0,38,0,1443,21,3,8,3,1,1,70.56,0,0,5.261538866208285e-08,0,3.712541823996566e-06
21,0,40,3,14915,221,57,34,3,1,1,833.44,0,0,4.430409039105488e-09,0,3.6924801095520782e-06
32,0,45,5,15445,237,69,35,3,2,1,903.28,0,0,4.079397908497397e-09,0,3.684838542787529e-06
5,0,42,2,6500,92,194,27,3,1,1,1039.68,0,0,3.5373944711735354e-09,0,3.6777582837897017e-06
8,0,39,1,7813,133,391,45,3,1,1,1881.84,0,0,1.939080317077056e-09,0,3.649038903888287e-06
12,0,14,0,8818,165,41,36,4,1,1,327.075,0,0,1.1147970394339307e-08,0,3.6462224167285287e-06
22,0,41,3,14835,225,55,31,3,1,1,822.4,0,0,4.389694176005493e-09,0,3.6100844903469174e-06
0,0,37,0,5900,76,165,11,3,1,1,899.04,0,0,4.009255332915237e-09,0,3.6044809145041146e-06
9,0,16,0,8808,173,77,43,4,1,1,417.025,0,0,8.55951572424961e-09,0,3.5695320449051933e-06
23,0,26,2,16075,232,0,79,2,1,1,733.815,0,0,4.8114435820842415e-09,0,3.530709472187148e-06
9,0,13,0,8873,168,68,38,4,1,1,396.025,0,0,8.89259164224749e-09,0,3.521688605121062e-06
17,0,27,1,15710,229,0,76,2,1,1,717.255,0,0,4.882044359758529e-09,0,3.5016707272586035e-06
14,0,12,0,6392,135,77,41,1,2,1,782.485,0,0,4.4289506128932025e-09,0,3.4655874203297377e-06
0,0,18,0,2920,49,0,20,3,1,1,118.76,0,0,2.8880807259768617e-08,0,3.429884670170121e-06
9,0,42,2,11465,160,19,48,4,1,1,338.125,0,0,1.0025477908468095e-08,0,3.3898647178007745e-06
11,0,42,1,15485,188,158,31,2,1,1,1416.285,0,0,2.3105465857887552e-09,0,3.2723924712538275e-06
23,0,36,8,10625,94,10,45,5,1,1,175.785,0,0,1.843936257411656e-08,0,3.241363350091079e-06
6,0,39,1,7568,130,389,45,3,1,1,1863.92,0,0,1.714400012526149e-09,0,3.19550447134774e-06
9,0,41,1,4695,91,13,30,3,1,1,243.44,0,0,1.3088537070988407e-08,0,3.186273464561418e-06
6,0,39,1,7623,132,382,42,3,1,1,1838.2,0,0,1.714400012526149e-09,0,3.151410103025567e-06
